Molecule_ID,ext,External_ID,Gene,Name,Source_acc,Regulation_case.control,Validation,Scores
A4920,,KRA33_HUMAN,KRTAP3-3;KAP3.3;KRTAP3.3,Keratin associated protein 3-3,A_23_P89649,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A4921,,KRA41_HUMAN,KRTAP4-1;KAP4.10;KRTAP4-10,Keratin associated protein 4-10,A_23_P10936,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A4923,,KRA43_HUMAN,KRTAP4-3;KAP4.3;KRTAP4.3,Keratin associated protein 4-3,A_23_P346477,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A4924,,KRA44_HUMAN,KRTAP4-4;KAP4.13;KAP4.4,Keratin associated protein 4-4,A_23_P38603,ratio: 0.18,ratio_log2fc: -2.49,,p-value: 0.015163
A4926,,KRA46_HUMAN,KRTAP4-6;KAP4.15;KRTAP4-15,Keratin-associated protein 4-6,A_23_P417100,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A4927,,KRA47_HUMAN,KRTAP4-7;KAP4.7;KRTAP4.7,Keratin-associated protein 4-7,A_23_P66844,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A4929,,KRA49_HUMAN,KRTAP4-9;KAP4.9;KRTAP4.9,Keratin associated protein 4-9,A_24_P315975,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A492I,,SNTAN_HUMAN,SNTN;S100A1L,Sentan,A_23_P92120,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A4933,,KRA93_HUMAN,KRTAP9-3;KAP9.3;KRTAP9.3,Keratin associated protein 9-3,A_23_P101038,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A493B,,K2013_HUMAN,,Uncharacterized protein KIAA2013,A_24_P342572,ratio: 4.32,ratio_log2fc: 2.11,,p-value: 0.013999
A493E,,WDR65_HUMAN,WDR65,WD repeat-containing protein 65,A_23_P319549,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A493I,,SNTG1_HUMAN,SNTG1,Gamma-1-syntrophin,A_23_P112100,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A493J,,ADA20_HUMAN,ADAM20,ADAM 20 precursor,A_23_P48698,ratio: 0.18,ratio_log2fc: -2.51,,p-value: 0.014348
A4944,,LMOD3_HUMAN,LMOD3,Leiomodin 3,A_32_P233049,ratio: 0.32,ratio_log2fc: -1.64,,p-value: 0.013999
A4944,,LMOD3_HUMAN,LMOD3,Leiomodin 3,A_24_P76821,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A495C,,SDPR_HUMAN,SDPR,Serum deprivation response protein,A_23_P72668,ratio: 0.27,ratio_log2fc: -1.88,,p-value: 0.013999
A495H,X,NARG2_HUMAN,NARG2;BRCC1;UNQ3101/PRO10100,NMDA receptor-regulated protein 2,A_24_P914972,ratio: 0.15,ratio_log2fc: -2.73,,p-value: 0.013999
A4962,X,MARCS_HUMAN,MARCKS;MACS;PRKCSL,Myristoylated alanine-rich C-kinase substrate,A_23_P214222,ratio: 0.25,ratio_log2fc: -2.02,,p-value: 0.013999
A4964,,MATN3_HUMAN,MATN3,Matrilin-3 precursor,A_23_P102058,ratio: 0.21,ratio_log2fc: -2.26,,p-value: 0.015049
A4967,,MEG10_HUMAN,MEGF10,Multiple epidermal growth factor-like domain protein 10,A_23_P213893,ratio: 0.18,ratio_log2fc: -2.45,,p-value: 0.01492
A4968,,MEPE_HUMAN,MEPE,Matrix extracellular phosphoglycoprotein precursor,A_23_P155931,ratio: 0.13,ratio_log2fc: -2.96,,p-value: 0.013999
A496I,,SNX17_HUMAN,SNX17,Sorting nexin 17,A_23_P28238,ratio: 12.11,ratio_log2fc: 3.60,,p-value: 0.003946
A496I,,SNX17_HUMAN,SNX17,Sorting nexin 17,A_23_P28233,ratio: 9.39,ratio_log2fc: 3.23,,p-value: 0.009775
A4973,,MKL1_HUMAN,MKL1;MAL,MKL/myocardin-like protein 1,A_23_P348138,ratio: 4.04,ratio_log2fc: 2.02,,p-value: 0.013999
A4976,,MOBP_HUMAN,MOBP,Myelin-associated oligodendrocytic basic protein,A_23_P109614,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A4976,,MOBP_HUMAN,MOBP,Myelin-associated oligodendrocytic basic protein,A_24_P794458,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A4976,,MOBP_HUMAN,MOBP,Myelin-associated oligodendrocytic basic protein,A_24_P182900,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A4978,X,MPP8_HUMAN,MPHOSPH8;MPP8;HSMPP8,M-phase phosphoprotein 8,A_23_P204967,ratio: 0.22,ratio_log2fc: -2.17,,p-value: 0.013196
A4978,X,MPP8_HUMAN,MPHOSPH8;MPP8;HSMPP8,M-phase phosphoprotein 8,A_24_P287403,ratio: 0.24,ratio_log2fc: -2.05,,p-value: 0.013999
A497C,X,SEC62_HUMAN,SEC62;TLOC1;HTP-1,Translocational protein-1,A_23_P357860,ratio: 0.2,ratio_log2fc: -2.31,,p-value: 0.010033
A497C,X,SEC62_HUMAN,SEC62;TLOC1;HTP-1,Translocational protein-1,A_24_P251704,ratio: 0.25,ratio_log2fc: -2.02,,p-value: 0.013999
A497C,X,SEC62_HUMAN,SEC62;TLOC1;HTP-1,Translocational protein-1,A_23_P144224,ratio: 0.28,ratio_log2fc: -1.82,,p-value: 0.013999
A4990,,MUC17_HUMAN,MUC3;MUC17,Mucin-17,A_24_P247643,ratio: 0.14,ratio_log2fc: -2.82,,p-value: 0.013999
A499D,,GLTD2_HUMAN,GLTPD2,Glycolipid transfer protein domain-containing protein 2,A_24_P392925,ratio: 14.05,ratio_log2fc: 3.81,,p-value: 0.010296
A5002,X,MYPN_HUMAN,MYPN;MYOP,Myopalladin,A_24_P376120,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A5002,X,MYPN_HUMAN,MYPN;MYOP,Myopalladin,A_23_P104438,ratio: 0.19,ratio_log2fc: -2.39,,p-value: 0.015031
A5009,,NIN_HUMAN,NIN;NINEIN,Ninein,A_24_P928361,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A5012,X,NPHN_HUMAN,NPHS1;NPHN,Nephrin precursor,A_23_P5200,ratio: 23.46,ratio_log2fc: 4.55,,p-value: 0.004091
A5012,X,NPHN_HUMAN,NPHS1;NPHN,Nephrin precursor,A_32_P13555,ratio: 24.62,ratio_log2fc: 4.62,,p-value: 0.010982
A5014,X,NRAP_HUMAN,NRAP,Nebulin-related anchoring protein,A_23_P402765,ratio: 0.15,ratio_log2fc: -2.75,,p-value: 0.015114
A5018,,OLFM4_HUMAN,OLFM4;GW112;UNQ362/PRO698,Olfactomedin-4,A_23_P2789,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A501J,,ATS6_HUMAN,ADAMTS6,ADAMTS-6 precursor,A_23_P213319,ratio: 0.22,ratio_log2fc: -2.16,,p-value: 0.013999
A501K,,ADCL2_HUMAN,AADACL2,Arylacetamide deacetylase-like protein 2,A_23_P91970,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A5021,,OTOL1_HUMAN,OTOL1,Otolin-1,A_24_P7467,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A5023,,PC11Y_HUMAN,PCDH11Y;PCDH11;PCDH22,Protocadherin-11 Y-linked,A_23_P147314,ratio: 0.17,ratio_log2fc: -2.52,,p-value: 0.013999
A5024,,PCD12_HUMAN,PCDH12;UNQ395/PRO731;UNQ395,Protocadherin 12 precursor,A_23_P423309,ratio: 6.65,ratio_log2fc: 2.73,,p-value: 0.008551
A5025,,PCD15_HUMAN,PCDH15;USH1F,Protocadherin 15 precursor,A_23_P161331,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A5027,X,PCD17_HUMAN,PCDH17;PCDH68;PCH68,Protocadherin 17,A_24_P911906,ratio: 0.21,ratio_log2fc: -2.24,,p-value: 0.013999
A502G,,FOXP2_HUMAN,FOXP2;CAGH44;TNRC10,Forkhead box protein P2,A_24_P38316,ratio: 0.3,ratio_log2fc: -1.76,,p-value: 0.013999
A502I,,SNX8_HUMAN,SNX8,Sorting nexin 8,A_23_P414252,ratio: 4.24,ratio_log2fc: 2.08,,p-value: 0.013999
A5039,,PCDB6_HUMAN,PCDHB6,Protocadherin beta 6 precursor,A_23_P58464,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A503A,,H2B1J_HUMAN,HIST1H2BJ;H2BFR,Histone H2B type 1-J,A_24_P359231,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A503I,,SO1C1_HUMAN,SLCO1C1;OATP14;OATP1C1,Solute carrier family 21 member 14,A_23_P116868,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A5042,,PCDC1_HUMAN,PCDHAC1,Protocadherin alpha C1 precursor,A_24_P191931,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A5048,,PCDG5_HUMAN,ME3;PCDHGA5,Protocadherin gamma A5 precursor,A_24_P342272,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A504B,,LHPL2_HUMAN,LHFPL2,HMGIC fusion partner-like 2,A_24_P349092,ratio: 0.15,ratio_log2fc: -2.71,,p-value: 0.013999
A504C,,SHBG_HUMAN,SHBG,Sex hormone-binding globulin precursor,A_23_P207089,ratio: 4.98,ratio_log2fc: 2.32,,p-value: 0.013999
A504D,,GON4L_HUMAN,GON4L;GON4,GON4-like protein,A_24_P276853,ratio: 4.92,ratio_log2fc: 2.30,,p-value: 0.009402
A504H,,NDF6_HUMAN,MATH2;NEUROD6;ATOH2,Neurogenic differentiation factor 6,A_23_P134340,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A5052,,PCDG9_HUMAN,PCDHGA9,Protocadherin gamma A9 precursor,A_23_P364414,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A505H,,NDP_HUMAN,NDP;EVR2,Norrin,A_23_P73609,ratio: 0.17,ratio_log2fc: -2.52,,p-value: 0.013999
A5060,,PCDGI_HUMAN,PCDHGB6,Protocadherin gamma B6 precursor,A_23_P415470,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A5062,,PCDGK_HUMAN,PCDHGC3;PCDH2;PCDHGA12,Protocadherin gamma C3 precursor,A_23_P218937,ratio: 0.15,ratio_log2fc: -2.70,,p-value: 0.013999
A5065,,PCDH1_HUMAN,PCDH1,Protocadherin 1 precursor,A_23_P213359,ratio: 3.1,ratio_log2fc: 1.63,,p-value: 0.013999
A5066,,PCDH7_HUMAN,PCDH7;BHPCDH,Protocadherin 7 precursor,A_24_P914638,ratio: 0.14,ratio_log2fc: -2.85,,p-value: 0.012124
A5066,,PCDH7_HUMAN,PCDH7;BHPCDH,Protocadherin 7 precursor,A_23_P310921,ratio: 0.28,ratio_log2fc: -1.82,,p-value: 0.013999
A506C,X,SL9A6_HUMAN,SLC9A6;NHE6;NHE6.1,Sodium/hydrogen exchanger 6,A_24_P410562,ratio: 0.14,ratio_log2fc: -2.80,,p-value: 0.013999
A5076,,PGM5_HUMAN,PGM5;PGMRP;PGM5P1,Phosphoglucomutase-like protein 5,A_24_P144423,ratio: 3.28,ratio_log2fc: 1.72,,p-value: 0.014711
A507A,,H2B1N_HUMAN,HIST1H2BN;H2BFD;HIST1H2BC,Histone H2B type 1-N,A_24_P943252,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A507I,,SOCS5_HUMAN,SOCS5;CIS6;CISH5,Cytokine inducible SH2-containing protein 5,A_23_P5813,ratio: 0.33,ratio_log2fc: -1.61,,p-value: 0.013999
A5089,,POPD1_HUMAN,BVES;POP1;POPDC1,Blood vessel epicardial substance,A_23_P502783,ratio: 0.15,ratio_log2fc: -2.78,,p-value: 0.013999
A508D,,GPRL1_HUMAN,GLIPR1L1;UNQ2972/PRO7434;UNQ2972,GLIPR1-like protein 1,A_23_P317839,ratio: 0.15,ratio_log2fc: -2.73,,p-value: 0.013999
A508I,,SOLH1_HUMAN,SOHLH1;NOHLH;TEB2,Spermatogenesis- and oogenesis-specific basic helix-loop-helix containing protein 1,A_24_P195092,ratio: 0.16,ratio_log2fc: -2.64,,p-value: 0.013999
A5097,,LZTS3_HUMAN,LZTS3;PROSAPIP1;ProSAPiP1,PROSAPIP1 protein,A_23_P380298,ratio: 4.97,ratio_log2fc: 2.31,,p-value: 0.012014
A509B,,LRC15_HUMAN,LRRC15;LIB,Leucine-rich repeat-containing protein 15,A_24_P751327,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A5100,,PROM1_HUMAN,PROM1;PROML1;MSTP061,Prominin 1 precursor,A_23_P258463,ratio: 0.13,ratio_log2fc: -2.99,,p-value: 0.008282
A510C,,SNP23_HUMAN,SNAP23;SNAP-23,Synaptosomal-associated protein 23,A_23_P206177,ratio: 0.22,ratio_log2fc: -2.20,,p-value: 0.013999
A510D,,GPTC3_HUMAN,GPATCH3;GPATC3,G patch domain containing 3,A_23_P149419,ratio: 4.2,ratio_log2fc: 2.07,,p-value: 0.013999
A5116,,RPTN_HUMAN,RPTN,Repetin,A_23_P303286,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A511F,X,BMP8A_HUMAN,BMP8A,Bone morphogenetic protein 8A,A_32_P780862,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A512F,,BMP8B_HUMAN,BMP8B;BMP8,Bone morphogenetic protein 8B,A_23_P380939,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A512H,,NEIL3_HUMAN,NEIL3,Endonuclease 8-like 3,A_23_P155711,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.013999
A513B,,LRC8C_HUMAN,LRRC8C;AD158;FAD158,Leucine-rich repeat-containing protein 8C,A_23_P103775,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A513F,,BMPER_HUMAN,BMPER,BMP-binding endothelial regulator protein,A_24_P942904,ratio: 0.16,ratio_log2fc: -2.69,,p-value: 0.013999
A513F,,BMPER_HUMAN,BMPER,BMP-binding endothelial regulator protein,A_23_P31287,ratio: 0.15,ratio_log2fc: -2.78,,p-value: 0.014052
A514K,,APOL6_HUMAN,APOL6;UNQ3095/PRO21341;ApoL6,Apolipoprotein L6,A_24_P941167,ratio: 0.14,ratio_log2fc: -2.84,,p-value: 0.007996
A5150,,SPTA1_HUMAN,SPTA1;SPTA,Spectrin alpha chain;erythrocyte,A_23_P63158,ratio: 0.15,ratio_log2fc: -2.74,,p-value: 0.013999
A515G,,FRMD6_HUMAN,FRMD6,FERM domain-containing protein 6,A_23_P25888,ratio: 0.14,ratio_log2fc: -2.80,,p-value: 0.013999
A515G,,FRMD6_HUMAN,FRMD6,FERM domain-containing protein 6,A_24_P330303,ratio: 0.38,ratio_log2fc: -1.39,,p-value: 0.015179
A5163,X,SUN2_HUMAN,SUN2;UNC84B;FRIGG,Protein UNC-84 homolog B,A_32_P194115,ratio: 8.75,ratio_log2fc: 3.13,,p-value: 0.004091
A5165,,SVEP1_HUMAN,SVEP1;CCP22;SELOB,Sushi;von Willebrand factor type A;EGF and pentraxin domain-containing protein 1 precursor,A_24_P41276,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A516D,,GSCR2_HUMAN,GLTSCR2;HSPC271;SNORD23,Glioma tumor suppressor candidate region gene 2 protein,A_23_P39131,ratio: 11.9,ratio_log2fc: 3.57,,p-value: 0.009784
A5170,X,SYNP2_HUMAN,SYNPO2;MYOPODIN,Synaptopodin 2,A_32_P440667,ratio: 0.18,ratio_log2fc: -2.48,,p-value: 0.015147
A5183,,TBA4A_HUMAN,TUBA4A;TUBA1;TUBA4,Tubulin alpha-4A chain,A_23_P84448,ratio: 5.21,ratio_log2fc: 2.38,,p-value: 0.014008
A518C,,SNX16_HUMAN,SNX16,Sorting nexin 16,A_23_P258891,ratio: 0.18,ratio_log2fc: -2.46,,p-value: 0.007928
A518C,,SNX16_HUMAN,SNX16,Sorting nexin 16,A_24_P320880,ratio: 0.3,ratio_log2fc: -1.74,,p-value: 0.013999
A5191,X,TBB4B_HUMAN,TUBB2C;TUBB4B;TUBB2,Tubulin beta-2 chain,A_23_P312863,ratio: 6.53,ratio_log2fc: 2.71,,p-value: 0.013973
A5197,,TBB8_HUMAN,TUBB8,Beta-tubulin 8,A_24_P813147,ratio: 4.56,ratio_log2fc: 2.19,,p-value: 0.013999
A519B,X,LRRN1_HUMAN,LRRN1;UNQ693/PRO1338;UNQ693,Leucine rich repeat protein 1;neuronal,A_24_P240187,ratio: 0.15,ratio_log2fc: -2.78,,p-value: 0.009964
A5202,,TECTA_HUMAN,TECTA,Alpha-Tectorin precursor,A_23_P375354,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A5203,,TEKT1_HUMAN,TEKT1,Tektin 1,A_23_P15678,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.014027
A520H,,NETR_HUMAN,PRSS12,Neurotrypsin precursor,A_24_P230869,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A520K,,BBIP1_HUMAN,BBIP1;BBIP10,BBsome-interacting protein of 10 kDa,A_32_P181107,ratio: 0.33,ratio_log2fc: -1.61,,p-value: 0.013999
A521B,,LRRN4_HUMAN,LRRN4,Leucine-rich repeat neuronal protein 4,A_23_P351913,ratio: 0.18,ratio_log2fc: -2.50,,p-value: 0.015106
A5227,,TPPP3_HUMAN,TPPP3;CGI-38,Tubulin polymerization-promoting protein family member 3,A_23_P26386,ratio: 6.82,ratio_log2fc: 2.77,,p-value: 0.010042
A522A,,H4G_HUMAN,HIST1H4G;H4/L;H4FL,Histone H4-like protein type G,A_24_P277673,ratio: 0.17,ratio_log2fc: -2.53,,p-value: 0.013999
A522F,,BPIB3_HUMAN,BPIFB3;LPLUNC3,Long palate;lung and nasal epithelium carcinoma associated protein 3 precursor,A_23_P57222,ratio: 0.17,ratio_log2fc: -2.53,,p-value: 0.014257
A5233,,TSP3_HUMAN,THBS3;TSP3,Thrombospondin 3 precursor,A_23_P201047,ratio: 4.04,ratio_log2fc: 2.01,,p-value: 0.013999
A5248,,WASH4_HUMAN,WASH4P;FAM39CP,Putative WAS protein family homolog 4,A_24_P41291,ratio: 8.72,ratio_log2fc: 3.12,,p-value: 0.007161
A524E,,YK016_HUMAN,RP11-770J1.4,Putative uncharacterized protein MGC13053,A_24_P129739,ratio: 0.16,ratio_log2fc: -2.68,,p-value: 0.014723
A524G,,FSIP1_HUMAN,FSIP1;HSD10,Fibrous sheath-interacting protein 1,A_23_P353125,ratio: 0.22,ratio_log2fc: -2.21,,p-value: 0.013999
A5250,,WDR1_HUMAN,WDR1;PNAS-29,WD-repeat containing protein 1,A_24_P106145,ratio: 5.25,ratio_log2fc: 2.39,,p-value: 0.01481
A5251,,WDR19_HUMAN,WDR19;PWDMP,WD repeat-containing protein 19,A_23_P110135,ratio: 0.16,ratio_log2fc: -2.67,,p-value: 0.013999
A5255,,X3CL1_HUMAN,CX3CL1;FKN;NTT,Fractalkine precursor,A_24_P390495,ratio: 4.89,ratio_log2fc: 2.29,,p-value: 0.007751
A525A,,HDGR2_HUMAN,HDGFRP2;HDGF2;UNQ785/PRO1604,Hepatoma-derived growth factor-related protein 2,A_23_P101699,ratio: 3.7,ratio_log2fc: 1.89,,p-value: 0.013999
A525J,,PRR22_HUMAN,PRR22,Proline-rich protein 22,A_23_P372988,ratio: 4.95,ratio_log2fc: 2.31,,p-value: 0.013999
A5262,,ADA18_HUMAN,ADAM18;TMDC3;UNQ858/PRO1867,ADAM 18 precursor,A_23_P72527,ratio: 0.13,ratio_log2fc: -2.99,,p-value: 0.013999
A5264,,ADAD1_HUMAN,ADAD1;TENR;Tenr,Adenosine deaminase domain-containing protein 1,A_23_P41514,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A526B,,MANS1_HUMAN,MANSC1;LOH12CR3;UNQ316/PRO361,MANSC domain containing 1,A_23_P162211,ratio: 0.17,ratio_log2fc: -2.56,,p-value: 0.01397
A526F,,BRD9_HUMAN,BRD9;UNQ3040/PRO9856;UNQ3040,Bromodomain-containing protein 9,A_23_P19004,ratio: 3.46,ratio_log2fc: 1.79,,p-value: 0.013999
A526I,,SPC24_HUMAN,SPC24;SPBC24,Kinetochore protein SPC24,A_24_P314571,ratio: 0.16,ratio_log2fc: -2.63,,p-value: 0.013999
A5271,X,ASAP1_HUMAN,ASAP1;DDEF1,"130-kDa phosphatidylinositol 4,5-biphosphate-dependent ARF1 GTPase- activating protein",A_23_P216278,ratio: 0.3,ratio_log2fc: -1.72,,p-value: 0.013999
A5274,,AZI1_HUMAN,AZI1;CEP131,5-azacytidine-induced protein 1,A_24_P66522,ratio: 3.8,ratio_log2fc: 1.93,,p-value: 0.013999
A5278,,BL1S1_HUMAN,BLOC1S1;BLOS1;GCN5L1,Biogenesis of lysosome-related organelles complex 1 subunit 1,A_24_P218814,ratio: 6.96,ratio_log2fc: 2.80,,p-value: 0.013999
A5278,,BL1S1_HUMAN,BLOC1S1;BLOS1;GCN5L1,Biogenesis of lysosome-related organelles complex 1 subunit 1,A_32_P80198,ratio: 0.19,ratio_log2fc: -2.37,,p-value: 0.008282
A527B,,MBRL_HUMAN,TMEM259,Memebralin,A_23_P90375,ratio: 4.9,ratio_log2fc: 2.29,,p-value: 0.013999
A527D,X,HDHD3_HUMAN,HDHD3,Haloacid dehalogenase-like hydrolase domain-containing protein 3,A_23_P112548,ratio: 7.76,ratio_log2fc: 2.96,,p-value: 0.013999
A527H,,NEUR4_HUMAN,NEU4;LP5125;GAL3ST2,Sialidase 4,A_24_P246891,ratio: 6.15,ratio_log2fc: 2.62,,p-value: 0.014189
A528B,,MCTP1_HUMAN,MCTP1;MCTP1L;MCTP1S,Multiple C2 and transmembrane domain-containing protein 1,A_23_P133293,ratio: 0.08,ratio_log2fc: -3.57,,p-value: 0.007169
A5291,X,CJ118_HUMAN,,CTCL tumor antigen L14-2,A_24_P68031,ratio: 0.15,ratio_log2fc: -2.72,,p-value: 0.013999
A5294,X,CLPT1_HUMAN,CLPTM1,Cleft lip and palate associated transmembrane protein 1,A_23_P50241,ratio: 3.68,ratio_log2fc: 1.88,,p-value: 0.013999
A5299,,CRUM1_HUMAN,CRB1,Crumbs protein homolog 1 precursor,A_23_P12357,ratio: 0.18,ratio_log2fc: -2.49,,p-value: 0.013999
A529A,,HES2_HUMAN,HES2;BHLHB40,Transcription factor HES-2,A_24_P214198,ratio: 0.17,ratio_log2fc: -2.60,,p-value: 0.013999
A529B,X,MCTP2_HUMAN,MCTP2,Multiple C2 and transmembrane domain-containing protein 2,A_32_P72758,ratio: 0.3,ratio_log2fc: -1.74,,p-value: 0.013999
A529B,X,MCTP2_HUMAN,MCTP2,Multiple C2 and transmembrane domain-containing protein 2,A_24_P244944,ratio: 0.18,ratio_log2fc: -2.49,,p-value: 0.014722
A5308,,DCDC2_HUMAN,DCDC2;RU2;RU2S,Doublecortin domain-containing protein 2,A_23_P134162,ratio: 0.18,ratio_log2fc: -2.50,,p-value: 0.011322
A530H,,NF2L1_HUMAN,NFE2L1;HBZ17;NRF1,Nuclear factor erythroid 2 related factor 1,A_23_P78302,ratio: 3.48,ratio_log2fc: 1.80,,p-value: 0.013999
A530K,,C2C4B_HUMAN,C2CD4B;FAM148B;NLF2,C2 calcium-dependent domain-containing protein 4B,A_24_P788878,ratio: 0.26,ratio_log2fc: -1.92,,p-value: 0.014907
A5310,,DIEXF_HUMAN,DIEXF;DEF,Digestive organ expansion factor homolog,A_23_P34953,ratio: 0.16,ratio_log2fc: -2.60,,p-value: 0.013999
A531C,,SO1A2_HUMAN,SLCO1A2;OATP;OATP1,Solute carrier family 21 member 3,A_23_P13820,ratio: 0.14,ratio_log2fc: -2.86,,p-value: 0.011322
A531C,,SO1A2_HUMAN,SLCO1A2;OATP;OATP1,Solute carrier family 21 member 3,A_32_P69802,ratio: 0.15,ratio_log2fc: -2.74,,p-value: 0.013999
A531H,,NF2L3_HUMAN,NFE2L3;NRF3,Nuclear factor erythroid 2-related factor 3,A_24_P136653,ratio: 0.14,ratio_log2fc: -2.80,,p-value: 0.013999
A531H,,NF2L3_HUMAN,NFE2L3;NRF3,Nuclear factor erythroid 2-related factor 3,A_23_P42718,ratio: 0.27,ratio_log2fc: -1.89,,p-value: 0.013999
A5323,,EP3B_HUMAN,EDDM3B;FAM12B;HE3B,Epididymal secretory protein E3 beta precursor,A_23_P14414,ratio: 0.16,ratio_log2fc: -2.65,,p-value: 0.013999
A5323,,EP3B_HUMAN,EDDM3B;FAM12B;HE3B,Epididymal secretory protein E3 beta precursor,A_24_P309802,ratio: 0.16,ratio_log2fc: -2.61,,p-value: 0.013999
A5327,,FGF14_HUMAN,FGF14;FHF4,Fibroblast growth factor-14,A_23_P88033,ratio: 0.15,ratio_log2fc: -2.76,,p-value: 0.013999
A5328,,FILA_HUMAN,FLG,Filaggrin precursor,A_32_P387648,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A5328,,FILA_HUMAN,FLG,Filaggrin precursor,A_24_P34199,ratio: 0.17,ratio_log2fc: -2.58,,p-value: 0.013999
A532F,,BRNP2_HUMAN,FAM5B;BRINP2;DBCCR1L2,BMP/retinoic acid-inducible neural-specific protein 2,A_23_P35277,ratio: 0.17,ratio_log2fc: -2.59,,p-value: 0.013999
A532K,,CAHM3_HUMAN,CALHM3;FAM26A,Calcium homeostasis modulator protein 3,A_24_P263297,ratio: 0.16,ratio_log2fc: -2.66,,p-value: 0.013999
A5334,,FSCB_HUMAN,FSCB,Fibrous sheath CABYR-binding protein,A_23_P140342,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.014052
A5335,,FSHB_HUMAN,FSHB,Follitropin beta chain precursor,A_23_P203318,ratio: 0.18,ratio_log2fc: -2.48,,p-value: 0.015286
A5338,,PAGE1_HUMAN,PAGE1;GAGE9;GAGEB1,G antigen family B 1 protein,A_24_P314337,ratio: 0.16,ratio_log2fc: -2.69,,p-value: 0.013999
A5340,,GAS7_HUMAN,GAS7,Growth-arrest-specific protein 7,A_24_P82466,ratio: 0.17,ratio_log2fc: -2.54,,p-value: 0.01415
A534G,,FWCH1_HUMAN,FLYWCH1,FLYWCH-type zinc finger-containing protein 1,A_23_P89018,ratio: 3.98,ratio_log2fc: 1.99,,p-value: 0.013999
A5357,,HPS1_HUMAN,HPS;HPS1,Hermansky-Pudlak syndrome 1 protein,A_24_P415327,ratio: 4.21,ratio_log2fc: 2.07,,p-value: 0.013999
A5362,,IFT81_HUMAN,IFT81;CDV1;CDV-1,Intraflagellar transport protein 81 homolog,A_23_P48130,ratio: 0.15,ratio_log2fc: -2.75,,p-value: 0.013999
A5363,X,IGS10_HUMAN,IGSF10;CMF608,Immunoglobulin superfamily member 10 precursor,A_23_P333683,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
A5365,,IQCH_HUMAN,IQCH,IQ domain-containing protein H,A_23_P432758,ratio: 0.17,ratio_log2fc: -2.55,,p-value: 0.013999
A536C,,SO1B3_HUMAN,SLC21A8;SLCO1B3;LST3,Solute carrier family 21 member 8,A_23_P105475,ratio: 0.18,ratio_log2fc: -2.51,,p-value: 0.014359
A5370,,K0319_HUMAN,,Uncharacterized protein KIAA0319 precursor,A_23_P168324,ratio: 0.16,ratio_log2fc: -2.62,,p-value: 0.013999
