Gene_Name	CKDdb_num_of_studies	CKDdb_Disease
RAB2	4	Diabetes, AKI, Chronic_Renal_Insufficiency (diabetic kidney disease, AKI, CKD)
RAB3GAP2	4	Diabetes, AKI, Chronic_Renal_Insufficiency (diabetic kidney disease, AKI, CKD)
RAB3-GAP150	4	Diabetes, AKI, Chronic_Renal_Insufficiency (diabetic kidney disease, AKI, CKD)
RAB6B	6	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, CKD)|Dialysis, Glomerulonephritis (hemodialysis, IgA nephropathy)
RAB8A	4	ureteral_obstruction, Diabetes, Glomerulonephritis (kidney obstruction in vitro model, diabetic nephropathy, basement membrane nephropathy)
RAB8	4	ureteral_obstruction, Diabetes, Glomerulonephritis (kidney obstruction in vitro model, diabetic nephropathy, basement membrane nephropathy)
RAB8B	4	Glomerulonephritis, ureteral_obstruction, Chronic_Renal_Insufficiency (lupus nephritis, renal tubulointerstitial injury, basement membrane nephropathy, CKD)
RABGAP1	4	Dialysis, Chronic_Renal_Insufficiency, Glomerulonephritis (hemodialysis, End-stage renal failure, IgA nephropathy)
HSPC094	4	Dialysis, Chronic_Renal_Insufficiency, Glomerulonephritis (hemodialysis, End-stage renal failure, IgA nephropathy)
TBC1D11	4	Dialysis, Chronic_Renal_Insufficiency, Glomerulonephritis (hemodialysis, End-stage renal failure, IgA nephropathy)
RABL5	4	Dialysis, AKI, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, AKI, lupus nephritis, CKD)
RAD52	4	Dialysis, Glomerulonephritis (hemodialysis, IgA nephropathy)
RAD9A	4	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, IgA nephropathy, CKD)
RAI14	4	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
NORPEG	4	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
RAN	4	Dialysis, IRI, Diabetes, Glomerulonephritis (hemodialysis, ischemia-reperfusion injury, diabetic kidney disease, IgA nephropathy)
ARA24	4	Dialysis, IRI, Diabetes, Glomerulonephritis (hemodialysis, ischemia-reperfusion injury, diabetic kidney disease, IgA nephropathy)
TC4	4	Dialysis, IRI, Diabetes, Glomerulonephritis (hemodialysis, ischemia-reperfusion injury, diabetic kidney disease, IgA nephropathy)
RANBP3	4	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, IgA nephropathy, CKD)
RANBP3-A	4	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, IgA nephropathy, CKD)
RAPGEF3	4	Dialysis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, diabetic kidney disease, CKD)
CGEF1	4	Dialysis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, diabetic kidney disease, CKD)
EPAC	4	Dialysis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, diabetic kidney disease, CKD)
RAPGEF4	4	Diabetes, Nephrosclerosis, Chronic_Renal_Insufficiency (diabetic kidney disease, glomerulosclerosis, CKD)
CGEF2	4	Diabetes, Nephrosclerosis, Chronic_Renal_Insufficiency (diabetic kidney disease, glomerulosclerosis, CKD)
EPAC2	4	Diabetes, Nephrosclerosis, Chronic_Renal_Insufficiency (diabetic kidney disease, glomerulosclerosis, CKD)
RARG	4	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
NR1B3	4	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
RASEF	4	Chronic_Renal_Insufficiency (CKD)
RAB45	4	Chronic_Renal_Insufficiency (CKD)
RASGRF1	4	Chronic_Renal_Insufficiency, Dialysis, Diabetes (Chronic kidney disease, hemodialysis, diabetic nephropathy)
CDC25	4	Chronic_Renal_Insufficiency, Dialysis, Diabetes (Chronic kidney disease, hemodialysis, diabetic nephropathy)
GNRP	4	Chronic_Renal_Insufficiency, Dialysis, Diabetes (Chronic kidney disease, hemodialysis, diabetic nephropathy)
RASGRP3	4	Dialysis, AKI, Diabetes, Nephrosclerosis (hemodialysis, AKI, diabetic kidney disease, glomerulosclerosis)
GRP3	4	Dialysis, AKI, Diabetes, Nephrosclerosis (hemodialysis, AKI, diabetic kidney disease, glomerulosclerosis)
RASSF2	4	Diabetes, Nephrosclerosis, AKI, Glomerulonephritis (diabetic kidney disease, glomerulosclerosis, AKI, IgA nephropathy (with endocapillary proliferation (E1)))
RASSF8	4	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
RBFOX1	4	Glomerulonephritis, remnant_kidney_model, Diabetes (lupus nephritis, remnant kidney model, diabetic nephropathy)
A2BP	4	Glomerulonephritis, remnant_kidney_model, Diabetes (lupus nephritis, remnant kidney model, diabetic nephropathy)
A2BP1	4	Glomerulonephritis, remnant_kidney_model, Diabetes (lupus nephritis, remnant kidney model, diabetic nephropathy)
RBKS	4	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
RBSK	4	Dialysis, AKI, Diabetes (hemodialysis, AKI, diabetic kidney disease)
RBM47	4	Diabetes, Nephrosclerosis, Glomerulonephritis (diabetic nephropathy, glomerulosclerosis, FSGS + COLL)
RBP3	4	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, CKD)
RCN1	4	Polycystic_Kidney_Disease, Diabetes, Chronic_Renal_Insufficiency (Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, CKD)
RCA1	4	Polycystic_Kidney_Disease, Diabetes, Chronic_Renal_Insufficiency (Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, CKD)
RCN	4	Polycystic_Kidney_Disease, Diabetes, Chronic_Renal_Insufficiency (Autosomal Dominant Polycystic kidney disease, diabetic kidney disease, CKD)
RCN2	4	Chronic_Renal_Insufficiency, Dialysis, Diabetes, Nephrosclerosis (Chronic kidney disease, hemodialysis, diabetic kidney disease, glomerulosclerosis)
ERC55	4	Chronic_Renal_Insufficiency, Dialysis, Diabetes, Nephrosclerosis (Chronic kidney disease, hemodialysis, diabetic kidney disease, glomerulosclerosis)
RCOR2	4	Diabetes, Chronic_Renal_Insufficiency (diabetic nephropathy, CKD)
REEP3	4	Chronic_Renal_Insufficiency (CKD)
REG1B	4	Dialysis, Transplantation, Chronic_Renal_Insufficiency (hemodialysis, acute renal allograft rejection, CKD)
PSPS2	4	Dialysis, Transplantation, Chronic_Renal_Insufficiency (hemodialysis, acute renal allograft rejection, CKD)
REGL	4	Dialysis, Transplantation, Chronic_Renal_Insufficiency (hemodialysis, acute renal allograft rejection, CKD)
REG3A	4	Dialysis, ureteral_obstruction, Chronic_Renal_Insufficiency (hemodialysis, unilateral hydronephrosis, CKD)
HIP	6	Dialysis, ureteral_obstruction, Chronic_Renal_Insufficiency (hemodialysis, unilateral hydronephrosis, CKD)|Dialysis (hemodialysis)
REPS1	4	Dialysis, Chronic_Renal_Insufficiency, Polycystic_Kidney_Disease, AKI (hemodialysis, Chronic kidney disease, Autosomal Dominant Polycystic kidney disease, AKI)
REST	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
NRSF	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
XBR	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
RET	4	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
RET-ELE1	4	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
CDHF12	4	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
RETN	4	Dialysis, remnant_kidney_model, Transplantation (hemodialysis, remnant kidney model, acute renal allograft rejection)
FIZZ3	4	Dialysis, remnant_kidney_model, Transplantation (hemodialysis, remnant kidney model, acute renal allograft rejection)
HXCP1	4	Dialysis, remnant_kidney_model, Transplantation (hemodialysis, remnant kidney model, acute renal allograft rejection)
REV1	4	Diabetes, Glomerulonephritis, Chronic_Renal_Insufficiency (diabetic kidney disease, IgA nephropathy, CKD)
REV1L	4	Diabetes, Glomerulonephritis, Chronic_Renal_Insufficiency (diabetic kidney disease, IgA nephropathy, CKD)
AIBP80	4	Diabetes, Glomerulonephritis, Chronic_Renal_Insufficiency (diabetic kidney disease, IgA nephropathy, CKD)
RGD1561849	4	Glomerulonephritis, Diabetes, Chronic_Renal_Insufficiency (lupus nephritis, diabetic nephropathy, CKD)
RGD1562658	4	Diabetes, Chronic_Renal_Insufficiency (diabetic nephropathy, CKD)
RGS3	4	Dialysis, Nephrosclerosis, Chronic_Renal_Insufficiency (hemodialysis, glomerulosclerosis, CKD)
RGP3	4	Dialysis, Nephrosclerosis, Chronic_Renal_Insufficiency (hemodialysis, glomerulosclerosis, CKD)
RHAG	4	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, Chronic kidney disease, CKD)
RH50	4	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, Chronic kidney disease, CKD)
RHEB	4	Dialysis, Glomerulonephritis (hemodialysis, IgA nephropathy)
RHEB2	4	Dialysis, Glomerulonephritis (hemodialysis, IgA nephropathy)
RHOBTB3	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
RIMS1	4	Dialysis, Chronic_Renal_Insufficiency, Diabetes (hemodialysis, Chronic kidney disease, diabetic kidney disease, CKD)
RAB3IP2	4	Dialysis, Chronic_Renal_Insufficiency, Diabetes (hemodialysis, Chronic kidney disease, diabetic kidney disease, CKD)
RIM1	4	Dialysis, Chronic_Renal_Insufficiency, Diabetes (hemodialysis, Chronic kidney disease, diabetic kidney disease, CKD)
RIN2	4	Chronic_Renal_Insufficiency, Dialysis, Nephrosclerosis (Chronic kidney disease, hemodialysis, glomerulosclerosis, CKD)
RIOK2	4	Dialysis, remnant_kidney_model, Chronic_Renal_Insufficiency (hemodialysis, remnant kidney model, CKD)
RIPK2	4	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, IgA nephropathy, CKD)
CARDIAK	4	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, IgA nephropathy, CKD)
RICK	4	Dialysis, Glomerulonephritis, Chronic_Renal_Insufficiency (hemodialysis, IgA nephropathy, CKD)
RISC	4	cisplatin_induced, Glomerulonephritis, Chronic_Renal_Insufficiency (cisplatin-induced nephrotoxicity, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, CKD)
SCPEP1	4	cisplatin_induced, Glomerulonephritis, Chronic_Renal_Insufficiency (cisplatin-induced nephrotoxicity, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, CKD)
RNF123	4	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, CKD)
KPC1	4	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, CKD)
FP1477	4	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, CKD)
RNF138	4	Dialysis, AKI, ureteral_obstruction, Chronic_Renal_Insufficiency (hemodialysis, AKI, renal tubulointerstitial injury, CKD)
NARF	7	Dialysis, AKI, ureteral_obstruction, Chronic_Renal_Insufficiency (hemodialysis, AKI, renal tubulointerstitial injury, CKD)|AKI, Diabetes (AKI, diabetic nephropathy)
HSD4	4	Dialysis, AKI, ureteral_obstruction, Chronic_Renal_Insufficiency (hemodialysis, AKI, renal tubulointerstitial injury, CKD)
RNF144A	4	Dialysis, AKI, Nephrosclerosis, Chronic_Renal_Insufficiency (hemodialysis, AKI, glomerulosclerosis, CKD)
RNF144	4	Dialysis, AKI, Nephrosclerosis, Chronic_Renal_Insufficiency (hemodialysis, AKI, glomerulosclerosis, CKD)
UBCE7IP4	4	Dialysis, AKI, Nephrosclerosis, Chronic_Renal_Insufficiency (hemodialysis, AKI, glomerulosclerosis, CKD)
RNF24	4	Dialysis, Diabetes (hemodialysis, diabetic nephropathy)
ROBO1	4	Chronic_Renal_Insufficiency, Diabetes, Fibrosis (Chronic kidney disease, diabetic kidney disease, TGFbeta in vitro model)
DUTT1	4	Chronic_Renal_Insufficiency, Diabetes, Fibrosis (Chronic kidney disease, diabetic kidney disease, TGFbeta in vitro model)
TRPM1	6	Chronic_Renal_Insufficiency, Diabetes, Fibrosis (Chronic kidney disease, diabetic kidney disease, TGFbeta in vitro model)|Dialysis, AKI (hemodialysis, AKI)
ROBO2	4	Polycystic_Kidney_Disease, Puromycin_induced, Chronic_Renal_Insufficiency (Autosomal Dominant Polycystic kidney disease, Puromycin nephropathy model, CKD)
RPA1	4	Diabetes, Nephrosclerosis, Chronic_Renal_Insufficiency (diabetic kidney disease, glomerulosclerosis, CKD)
REPA1	4	Diabetes, Nephrosclerosis, Chronic_Renal_Insufficiency (diabetic kidney disease, glomerulosclerosis, CKD)
RPA70	4	Diabetes, Nephrosclerosis, Chronic_Renal_Insufficiency (diabetic kidney disease, glomerulosclerosis, CKD)
RPA3	4	AKI, Diabetes, Glomerulonephritis, Chronic_rejection (AKI, diabetic kidney disease, IgA nephropathy, Chronic_rejection)
RPE65	4	Dialysis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, diabetic nephropathy, CKD)
RPL18	4	Dialysis, Diabetes, Vasopressine_induced (hemodialysis, diabetic kidney disease, Vasopressine in vitro model, diabetic retinopathy)
RPL21	4	Dialysis, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, diabetic nephropathy, Chronic kidney disease, diabetic retinopathy)
RPL34	4	Chronic_Renal_Insufficiency, Dialysis, AKI, Glomerulonephritis (Chronic kidney disease, hemodialysis, AKI, IgA nephropathy)
RPL35A	4	Dialysis, AKI, Glomerulonephritis (hemodialysis, AKI, IgA nephropathy)
GIG33	4	Dialysis, AKI, Glomerulonephritis (hemodialysis, AKI, IgA nephropathy)
RPL38	4	Dialysis, AKI, ureteral_obstruction, Chronic_Renal_Insufficiency (hemodialysis, AKI, kidney obstruction in vitro model, CKD)
RPL4	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
RPL1	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
RPN1	4	ureteral_obstruction, Chronic_Renal_Insufficiency (kidney obstruction in vitro model, CKD)
RPS14	4	Dialysis, AKI, proteinuria (hemodialysis, AKI, proteinuric nephropathies)
PRO2640	4	Dialysis, AKI, proteinuria (hemodialysis, AKI, proteinuric nephropathies)
EMTB	4	Dialysis, AKI, proteinuria (hemodialysis, AKI, proteinuric nephropathies)
RPS15A	4	Chronic_Renal_Insufficiency, Dialysis, AKI, Diabetes (Chronic kidney disease, hemodialysis, AKI, diabetic retinopathy)
RPS9	4	Dialysis, Diabetes, Glomerulonephritis (hemodialysis, diabetic nephropathy in T1D, IgA nephropathy)
RPSA	4	Diabetes, High_glucose_induced (diabetic nephropathy, diabetic nephropathy in Type 1 diabetes, High glucose in vitro model)
LAMBR	4	Diabetes, High_glucose_induced (diabetic nephropathy, diabetic nephropathy in Type 1 diabetes, High glucose in vitro model)
LAMR1	4	Diabetes, High_glucose_induced (diabetic nephropathy, diabetic nephropathy in Type 1 diabetes, High glucose in vitro model)
RRAS2	4	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, Chronic kidney disease)
TC21	4	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, Chronic kidney disease)
RRBP1	4	Dialysis, Chronic_Renal_Insufficiency, Fibrosis (hemodialysis, Chronic kidney disease, Interstitial fibrosis and tubular atrophy)
RRP15	4	Chronic_Renal_Insufficiency, AKI, Diabetes (Chronic kidney disease, AKI, diabetic kidney disease, CKD)
CGI-115	4	Chronic_Renal_Insufficiency, AKI, Diabetes (Chronic kidney disease, AKI, diabetic kidney disease, CKD)
RTN2	4	Dialysis, Nephrosclerosis, Diabetes (hemodialysis, glomerulosclerosis, diabetic nephropathy)
NSPL1	4	Dialysis, Nephrosclerosis, Diabetes (hemodialysis, glomerulosclerosis, diabetic nephropathy)
RTN4	4	Polycystic_Kidney_Disease, AKI, Puromycin_induced, Diabetes (Autosomal Dominant Polycystic kidney disease, AKI, Puromycin nephropathy model, type 2 diabetic nephropathy)
NOGO	4	Polycystic_Kidney_Disease, AKI, Puromycin_induced, Diabetes (Autosomal Dominant Polycystic kidney disease, AKI, Puromycin nephropathy model, type 2 diabetic nephropathy)
RUP2	4	Glomerulonephritis, Diabetes, Transplantation, ureteral_obstruction (adriamycin nephropathy and Thy1.1 induced glomerulonephritis, diabetic nephropathy, Acute Renal Allograft Rejection, obstructive uropathy)
LOC100359516	4	Glomerulonephritis, Diabetes, Transplantation, ureteral_obstruction (adriamycin nephropathy and Thy1.1 induced glomerulonephritis, diabetic nephropathy, Acute Renal Allograft Rejection, obstructive uropathy)
RUVBL1	4	AKI, ureteral_obstruction, Fibrosis (AKI, kidney obstruction in vitro model, TGFbeta in vitro model)
RXRB	4	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
NR2B2	4	Dialysis, Chronic_Renal_Insufficiency (hemodialysis, CKD)
S100A1	4	Diabetes, Nephrosclerosis, Chronic_Renal_Insufficiency (diabetic nephropathy, glomerulosclerosis, CKD)
S100A7A	4	Glomerulonephritis, Chronic_Renal_Insufficiency (IgA nephropathy, CKD)
S100A7L1	4	Glomerulonephritis, Chronic_Renal_Insufficiency (IgA nephropathy, CKD)
SAMD5	4	Diabetes, Polycystic_Kidney_Disease (diabetic nephropathy, Autosomal Dominant Polycystic kidney disease)
SAMDC1	4	Diabetes, Polycystic_Kidney_Disease (diabetic nephropathy, Autosomal Dominant Polycystic kidney disease)
SAMD9	4	Chronic_Renal_Insufficiency (CKD)
DRIF1	4	Chronic_Renal_Insufficiency (CKD)
OEF1	4	Chronic_Renal_Insufficiency (CKD)
SAP18	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
GIG38	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
SAP30	4	Dialysis, Diabetes (hemodialysis, diabetic nephropathy)
SASH1	4	AKI, Diabetes, Glomerulonephritis (AKI, diabetic kidney disease, FSGS + COLL)
SBF1	4	Dialysis, AKI (hemodialysis, AKI)
MTMR5	4	Dialysis, AKI (hemodialysis, AKI)
SBNO1	4	Dialysis, ureteral_obstruction, AKI, Chronic_Renal_Insufficiency (hemodialysis, renal tubulointerstitial injury, AKI, CKD)
MOP3	4	Dialysis, ureteral_obstruction, AKI, Chronic_Renal_Insufficiency (hemodialysis, renal tubulointerstitial injury, AKI, CKD)
MOP-3	4	Dialysis, ureteral_obstruction, AKI, Chronic_Renal_Insufficiency (hemodialysis, renal tubulointerstitial injury, AKI, CKD)
SCG2	4	Dialysis, ureteral_obstruction, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, unilateral ureteral obstruction, diabetic nephropathy, CKD)
CHGC	4	Dialysis, ureteral_obstruction, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, unilateral ureteral obstruction, diabetic nephropathy, CKD)
SCGB2A2	4	Chronic_Renal_Insufficiency, Glomerulonephritis, Diabetes (Chronic kidney disease, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, diabetic nephropathy, CKD)
MGB1	4	Chronic_Renal_Insufficiency, Glomerulonephritis, Diabetes (Chronic kidney disease, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, diabetic nephropathy, CKD)
UGB2	4	Chronic_Renal_Insufficiency, Glomerulonephritis, Diabetes (Chronic kidney disease, adriamycin nephropathy and Thy1.1 induced glomerulonephritis, diabetic nephropathy, CKD)
SCIN	4	AKI, Diabetes, Glomerulonephritis (AKI, diabetic nephropathy, FSGS + COLL)
SCML2	4	Dialysis, AKI, Chronic_Renal_Insufficiency (hemodialysis, AKI, CKD)
SDC2	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
HSPG1	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
HSPG	4	Dialysis, Diabetes (hemodialysis, diabetic kidney disease)
SEC11A	4	Dialysis, Diabetes, AKI (hemodialysis, diabetic kidney disease, AKI)
SEC11L1	4	Dialysis, Diabetes, AKI (hemodialysis, diabetic kidney disease, AKI)
SPC18	4	Dialysis, Diabetes, AKI (hemodialysis, diabetic kidney disease, AKI)
SEC23A	4	Dialysis, ureteral_obstruction, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, kidney obstruction in vitro model, diabetic retinopathy, CKD)
SEC24C	4	Diabetes, Chronic_Renal_Insufficiency (diabetic kidney disease, diabetic retinopathy, CKD)
SEL1L	4	Dialysis, cisplatin_induced, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, CKD)
TSA305	4	Dialysis, cisplatin_induced, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, CKD)
UNQ128/PRO1063	4	Dialysis, cisplatin_induced, Diabetes, Chronic_Renal_Insufficiency (hemodialysis, cisplatin-induced nephrotoxicity, diabetic kidney disease, CKD)
SELP	4	Chronic_Renal_Insufficiency, Dialysis, AKI, Diabetes (Chronic kidney disease, hemodialysis, AKI, diabetic nephropathy)
GMRP	4	Chronic_Renal_Insufficiency, Dialysis, AKI, Diabetes (Chronic kidney disease, hemodialysis, AKI, diabetic nephropathy)
GRMP	4	Chronic_Renal_Insufficiency, Dialysis, AKI, Diabetes (Chronic kidney disease, hemodialysis, AKI, diabetic nephropathy)
SEMA3G	4	Dialysis, Diabetes, Glomerulonephritis, Urination_Disorders (hemodialysis, diabetic kidney disease, FSGS + COLL, proteinuria)
SEM2	4	Dialysis, Diabetes, Glomerulonephritis, Urination_Disorders (hemodialysis, diabetic kidney disease, FSGS + COLL, proteinuria)
SEP-02	4	Diabetes, AKI, ureteral_obstruction, Gentamicin_induced (diabetic kidney disease, AKI, kidney obstruction in vitro model, Gentamicin-induced nephropathy)
DIFF6	4	Diabetes, AKI, ureteral_obstruction, Gentamicin_induced (diabetic kidney disease, AKI, kidney obstruction in vitro model, Gentamicin-induced nephropathy)
NEDD5	4	Diabetes, AKI, ureteral_obstruction, Gentamicin_induced (diabetic kidney disease, AKI, kidney obstruction in vitro model, Gentamicin-induced nephropathy)
SEP-11	8	Diabetes, Chronic_Renal_Insufficiency (diabetic kidney disease, CKD)|Diabetes, Chronic_Renal_Insufficiency (diabetic kidney disease, CKD)
