CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS	RVIS_ExAC_0.1%(AnyPopn)	%RVIS_ExAC_0.1%(AnyPopn)	RVIS_ExAC_0.01%	%RVIS_ExAC_0.01%
PDYN	PDYN	PDYN	PDYN	PDYN	0.009305669	51.0330703	N	86.82245242	0.332976615	72.11613758	0.341727357	72.32094452
STK35	STK35	STK35	STK35	STK35	-0.401504674	26.1731221	Unassessed	Unassessed	-0.370991521	28.00433709	-0.46230392	23.40822842
TGM6	TGM6	TGM6	TGM6	TGM6	3.0604781	99.45786398	N	78.36063599	2.428231605	98.93379917	2.747275222	99.20486718
SNRPB	SNRPB	SNRPB	SNRPB	SNRPB	-0.401504674	26.1731221	Y	9.29294146	-0.239661728	35.55809891	-0.245204729	34.68465755
ZNF343	ZNF343	ZNF343	ZNF343	ZNF343	0.705963475	85.06716463	N	56.41411708	1.069622699	91.91614963	0.76940329	87.04897295
TMC2	TMC2	TMC2	TMC2	TMC2	0.577874837	81.23004638	N	45.56131053	0.361601179	73.49557256	-0.105514416	43.44316607
NOP56	NOP56	NOP56	NOP56	NOP56	-0.102227202	43.15402687	N	21.91038304	0.032832737	54.19553039	0.459350513	77.38088067
IDH3B	IDH3B	IDH3B	IDH3B	IDH3B	-0.32637229	29.88374194	N	45.57937846	-0.428469362	25.1310162	-0.614418371	17.63749172
CPXM1	CPXM1	CPXM1	CPXM1	CPXM1	-0.380738207	27.20920426	N	49.92772826	-0.853426842	11.04752726	0.014096278	51.85832179
C20orf141	C20orf141	C20orf141	C20orf141	C20orf141	0.159104977	61.3517258	N	80.69742231	0.237120866	67.20077104	0.460036179	77.41702307
PCED1A	PCED1A	PCED1A	PCED1A	PCED1A	-0.161580132	39.12414915	N	63.70754035	-0.20047802	37.96759231	-0.002126924	50.57526655
VPS16	VPS16	VPS16	VPS16	VPS16	-0.271714226	32.78115776	N	43.9833775	-0.053186595	48.25010542	0.196731176	63.93590748
PTPRA	PTPRA	PTPRA	PTPRA	PTPRA	-1.237081052	6.096018312	N	9.479643459	-1.059825374	7.493524486	-0.929697191	9.951207759
GNRH2	GNRH2	GNRH2	GNRH2	GNRH2	0.403722576	74.25456298	Y	99.54830161	0.265661359	68.79706042	0.570547602	81.47099572
MRPS26	MRPS26	MRPS26	MRPS26	MRPS26	0.016182389	51.50292151	Unassessed	Unassessed	0.023802043	53.56303837	0.159747093	61.62279381
OXT	OXT	OXT	OXT	OXT	0.028991652	52.4366002	Unassessed	Unassessed	-0.141791158	41.97939883	-0.056698506	46.6297211
UBOX5	UBOX5	UBOX5	UBOX5	UBOX5	0.084433599	56.21950485	N	36.68393158	-0.249816158	35.02801036	-0.353127298	28.50430697
FASTKD5	FASTKD5	FASTKD5	FASTKD5	FASTKD5	0.386054825	73.41726402	N	76.43338954	0.017354681	53.20763809	-0.040503806	47.81037287
PROSAPIP1	PROSAPIP1	LZTS3	LZTS3	LZTS3	-0.858408847	11.58966327	Unassessed	Unassessed	-0.836333546	11.40292753	-0.304369983	31.13667851
DDRGK1	DDRGK1	DDRGK1	DDRGK1	DDRGK1	0.451045967	76.26648997	N	57.31751385	0.049922922	55.43039576	0.140883376	60.46623697
ITPA	ITPA	ITPA	ITPA	ITPA	0.323898168	70.38130233	Y	37.32835461	0.465114159	77.83266068	0.312485504	70.68851274
SLC4A11	SLC4A11	SLC4A11	SLC4A11	SLC4A11	-0.737699628	14.40877056	N	31.84172489	-1.355537485	4.565990001	-1.150797344	6.559845792
ATRN	ATRN	ATRN	ATRN	ATRN	-1.040900482	8.421179447	N	57.02842689	-0.787329035	12.54141317	-1.093564713	7.240527679
ADAM33	ADAM33	ADAM33	ADAM33	ADAM33	1.250838654	94.25335823	N	92.09226692	0.786548823	87.21763749	0.568552734	81.40473465
SIGLEC1	SIGLEC1	SIGLEC1	SIGLEC1	SIGLEC1	-0.450053593	23.8359135	N	70.79619369	-0.763277476	13.16788145	0.085501497	56.88211554
HSPA12B	HSPA12B	HSPA12B	HSPA12B	HSPA12B	0.283122033	68.26697187	Unassessed	Unassessed	0.441892814	76.83874465	0.376811606	73.8810915
SPEF1	SPEF1	SPEF1	SPEF1	SPEF1	0.431523618	75.44726221	Y	98.77138039	0.423917623	76.19420517	-0.128855982	42.00349377
CENPB	CENPB	CENPB	CENPB	CENPB	-0.833571362	12.06553822	N	7.85352927	-0.684198578	15.31233058	-0.606618146	17.93867839
CDC25B	CDC25B	CDC25B	CDC25B	CDC25B	0.038509965	53.09318716	N	31.66706818	-0.243285898	35.35329197	0.266305869	68.03204626
AP5S1	AP5S1	AP5S1	AP5S1	AP5S1	0.058977852	54.49671707	N	93.36304505	0.111918865	59.68315162	0.171430949	62.3938317
PANK2	PANK2	PANK2	PANK2	PANK2	-0.610037741	17.99891573	Y	77.87280173	-0.496997395	22.23360039	-0.504563746	21.6613457
RNF24	RNF24	RNF24	RNF24	RNF24	-0.004123527	50.0993916	Y	96.22982414	0.093135003	58.58080839	0.020650169	52.418529
SMOX	SMOX	SMOX	SMOX	SMOX	-0.946513311	9.824709355	N	18.84485666	-0.906475059	10.02349256	-1.00444011	8.577796518
ADRA1D	ADRA1D	ADRA1D	ADRA1D	ADRA1D	-0.143459104	40.44334679	Unassessed	Unassessed	-0.496595124	22.28781399	-0.030717222	48.48503102
PRNP	PRNP	PRNP	PRNP	PRNP	0.068038785	55.08704295	N	16.65261383	0.423513736	76.17613397	0.048587942	54.27383893
PRND	PRND	PRND	PRND	PRND	0.357013568	72.03180531	N	49.65068658	0.361517167	73.48954882	0.235137086	66.33335341
RASSF2	RASSF2	RASSF2	RASSF2	RASSF2	-0.065202511	45.84663574	N	19.83257046	-0.254735634	34.76898982	-0.162665059	39.58195289
SLC23A2	SLC23A2	SLC23A2	SLC23A2	SLC23A2	-0.978848844	9.288597072	N	3.589496507	-0.49820503	22.10710198	-0.840628152	11.57159207
TMEM230	TMEM230	TMEM230	TMEM230	TMEM230	0.358580146	72.17035118	Unassessed	Unassessed	0.18286481	64.10457201	0.19094768	63.62267333
PCNA	PCNA	PCNA	PCNA	PCNA	0.09443972	56.9122342	Y	3.167911347	0.003002204	52.19565086	-0.080751088	45.05150292
CDS2	CDS2	CDS2	CDS2	CDS2	-0.378230418	27.31763147	N	5.835943146	-0.434195393	24.90211433	-0.503259909	21.7336305
PROKR2	PROKR2	PROKR2	PROKR2	PROKR2	0.002429107	50.52105295	N	54.42062154	-0.014490676	50.83428709	0.198063053	64.05035841
GPCPD1	GPCPD1	GPCPD1	GPCPD1	GPCPD1	-0.228591509	35.27498343	N	27.78246206	-0.166617744	40.27468225	-0.259526781	33.64857539
C20orf196	C20orf196	C20orf196	C20orf196	C20orf196	0.200498853	63.91783627	N	57.5644423	0.403117423	75.35690621	0.173389035	62.49021143
CHGB	CHGB	CHGB	CHGB	CHGB	0.300300179	69.26691163	N	87.38255842	0.598540405	82.27817601	0.604292988	82.53117282
TRMT6	TRMT6	TRMT6	TRMT6	TRMT6	-0.966039097	9.54159388	N	21.80799807	-1.057809986	7.523643154	-1.165647858	6.415276188
MCM8	MCM8	MCM8	MCM8	MCM8	1.366605596	95.31353533	N	61.20814262	0.853070168	88.4765978	1.128863058	93.33775074
CRLS1	CRLS1	CRLS1	CRLS1	CRLS1	0.056794049	54.36419493	Unassessed	Unassessed	0.14779484	61.94205168	0.003745044	51.03909403
LRRN4	LRRN4	LRRN4	LRRN4	LRRN4	0.454629721	76.40503584	Unassessed	Unassessed	0.855481951	88.50671646	0.498351178	78.88079031
FERMT1	FERMT1	FERMT1	FERMT1	FERMT1	-0.449151591	23.86603217	N	59.39532643	-0.085031338	45.99722908	-0.324537082	29.95602675
BMP2	BMP2	BMP2	BMP2	BMP2	-0.337618009	29.34762966	N	56.75740785	-0.310201467	31.57641106	-0.44216272	24.23950364
HAO1	HAO1	HAO1	HAO1	HAO1	0.218456891	64.76115897	N	92.44158034	0.207774563	65.64062406	0.487318904	78.4832239
TMX4	TMX4	TMX4	TMX4	TMX4	0.183158721	62.82151678	N	38.2076608	0.215917593	66.0622854	0.071335543	55.95446057
PLCB1	PLCB1	PLCB1	PLCB1	PLCB1	-1.158205872	6.885127402	N	9.895205974	-1.069187685	7.403168484	-0.958328371	9.330763207
PLCB4	PLCB4	PLCB4	PLCB4	PLCB4	-0.406357672	25.88398289	N	12.91857384	-0.522231788	21.22763689	-0.09575654	44.06361063
LAMP5	LAMP5	LAMP5	LAMP5	LAMP5	-0.329339269	29.77531474	N	90.23729222	-0.171939719	39.90121077	-0.000169615	50.75597856
PAK7	PAK7	PAK7	PAK7	PAK7	-0.358867259	28.2754051	N	35.82871597	-0.313424443	31.37762785	-0.650839223	16.36648395
ANKRD5	ANKRD5	ANKEF1	ANKEF1	ANKEF1	0.126447475	59.24341907	N	56.91399663	0.190281989	64.59851816	0.33194044	71.70049997
SNAP25	SNAP25	SNAP25	SNAP25	SNAP25	-0.098938622	43.45521354	Y	2.439171284	-0.162591006	40.60598759	0.028450282	52.94861755
MKKS	MKKS	MKKS	MKKS	MKKS	-0.183449751	37.82904644	N	90.09877138	-0.083822446	46.05144268	0.228610635	65.7731462
JAG1	JAG1	JAG1	JAG1	JAG1	-0.933263896	10.0656587	N	24.78920742	-1.091208607	7.017649539	-0.775036109	13.08354918
BTBD3	BTBD3	BTBD3	BTBD3	BTBD3	-0.008033756	49.77410999	N	21.24789207	-0.116876883	43.53954581	-0.194517379	37.78085657
SPTLC3	SPTLC3	SPTLC3	SPTLC3	SPTLC3	-0.963071973	9.583760014	N	35.01565888	-1.051681389	7.60195169	-1.237161108	5.602072164
TASP1	TASP1	TASP1	TASP1	TASP1	-0.097535388	43.55761701	Y	8.479884365	-0.109138128	44.06963436	-0.324509416	29.96807421
ESF1	ESF1	ESF1	ESF1	ESF1	-0.723140479	14.84247937	N	49.10864852	-0.487160902	22.69742787	-0.776951897	13.04740678
NDUFAF5	NDUFAF5	NDUFAF5	NDUFAF5	NDUFAF5	0.037107911	52.97271249	N	39.5808239	-0.034081447	49.48497078	-0.140569624	41.19631348
MACROD2	MACROD2	MACROD2	MACROD2	MACROD2	0.754236463	86.18155533	N	51.96338232	0.532429621	80.19998795	0.626417525	83.28413951
FLRT3	FLRT3	FLRT3	FLRT3	FLRT3	-0.360269023	28.19709656	N	51.28282342	-0.49820503	22.10710198	-0.623522963	17.30016264
KIF16B	KIF16B	KIF16B	KIF16B	KIF16B	1.480743786	96.14481055	N	36.61768249	0.017036128	53.17751943	1.424696705	95.81952894
SNRPB2	SNRPB2	SNRPB2	SNRPB2	SNRPB2	-0.231399056	35.17257997	Y	11.56950132	-0.273523474	33.72688392	-0.204900301	37.20860189
OTOR	OTOR	OTOR	OTOR	OTOR	0.267512286	67.39353051	Y	21.07925801	0.237927955	67.28510331	0.213695266	64.95391844
PCSK2	PCSK2	PCSK2	PCSK2	PCSK2	-0.756092009	13.90277694	N	6.076848952	-0.61566943	17.60134932	-0.933582146	9.842780555
BFSP1	BFSP1	BFSP1	BFSP1	BFSP1	0.0881819	56.53876273	N	45.06745363	-0.070359028	47.14173845	0.313106087	70.70658394
DSTN	DSTN	DSTN	DSTN	DSTN	-0.16891754	38.71453527	Y	99.64466394	-0.134857873	42.44322631	-0.157447666	40.01566171
RRBP1	RRBP1	RRBP1	RRBP1	RRBP1	0.774871331	86.70562014	N	64.67116358	0.150786415	62.06252635	1.771204214	97.51219806
BANF2	BANF2	BANF2	BANF2	BANF2	0.148643297	60.69513885	N	50.00602265	0.266065104	68.83922655	0.176000216	62.69501837
SNX5	SNX5	SNX5	SNX5	SNX5	-0.486636	22.28179025	N	46.75379427	-0.303670806	31.91976387	-0.474015232	22.8841636
C20orf72	C20orf72	MGME1	MGME1	MGME1	0.285469336	68.44768387	N	14.90604674	0.830571619	88.02481778	0.636176944	83.57930245
OVOL2	OVOL2	OVOL2	OVOL2	OVOL2	-0.034272193	47.84651527	N	20.09154421	-0.059800002	47.86458647	-0.190604276	38.03385338
CSRP2BP	CSRP2BP	CSRP2BP	CSRP2BP	CSRP2BP	-1.152887719	6.93331727	N	15.71910383	-1.199720561	5.746641769	-1.204689089	5.915306307
ZNF133	ZNF133	ZNF133	ZNF133	ZNF133	-0.555212051	19.78796458	N	28.1618887	-0.616475155	17.58930185	-0.253031608	34.11240287
POLR3F	POLR3F	POLR3F	POLR3F	POLR3F	-0.038802534	47.52123366	Y	60.96723681	-0.281261238	33.32329378	-0.074907916	45.3346184
RBBP9	RBBP9	RBBP9	RBBP9	RBBP9	0.33296011	70.87524848	Y	70.2902915	0.251391025	68.05011746	0.081093305	56.56888139
SEC23B	SEC23B	SEC23B	SEC23B	SEC23B	-0.373242254	27.60677068	N	48.30763671	-0.231838494	36.05806879	-0.607302651	17.92060719
DTD1	DTD1	DTD1	DTD1	DTD1	0.019930709	51.68363352	Y	26.16237051	-0.059397208	47.95494247	0.174694568	62.5745437
C20orf79	SCP2D1	SCP2D1	SCP2D1	SCP2D1	0.106466687	57.82181796	N	Unassessed	0.320724535	71.56797783	0.15909432	61.55653274
SLC24A3	SLC24A3	SLC24A3	SLC24A3	SLC24A3	0.414017724	74.68224806	N	58.87737894	0.337490648	72.29082585	0.328706188	71.54990663
NAA20	NAA20	NAA20	NAA20	NAA20	-0.066605292	45.75627974	Y	70.05540834	-0.045530684	48.7862177	-0.352450367	28.57056804
XRN2	XRN2	XRN2	XRN2	XRN2	-1.204745351	6.511655924	N	58.73885811	-0.942757511	9.300644539	-0.659292488	16.071321
NKX2-2	NKX2-2	NKX2-2	NKX2-2	NKX2-2	0.183158721	62.82151678	N	46.52493375	0.347246796	72.7486296	0.179883685	62.92392025
PAX1	PAX1	PAX1	PAX1	PAX1	-0.239836704	34.69068128	N	78.64972296	-0.048350722	48.49105476	-0.195821969	37.70254804
FOXA2	FOXA2	FOXA2	FOXA2	FOXA2	-0.470078371	22.92030601	Y	76.60202361	-0.28980435	32.8594663	-0.566965087	19.24582856
THBD	THBD	THBD	THBD	THBD	0.50368421	78.40491537	Unassessed	Unassessed	0.885637229	89.07897115	0.224726011	65.63460033
CD93	CD93	CD93	CD93	CD93	1.688759158	97.21703512	N	84.37123585	2.000981844	98.10252394	1.780928141	97.53629299
NXT1	NXT1	NXT1	NXT1	NXT1	-0.032708307	48.01517981	Y	17.09226692	0.024205065	53.63532317	0.090851296	57.28570568
GZF1	GZF1	GZF1	GZF1	GZF1	-0.613946865	17.85434612	N	28.77619851	-0.313021268	31.39569905	-0.394085259	26.51647491
NAPB	NAPB	NAPB	NAPB	NAPB	-0.07488405	45.20811999	Y	20.39267646	0.078865213	57.61701102	-0.034602924	48.15974941
CSTL1	CSTL1	CSTL1	CSTL1	CSTL1	1.038088209	91.55472562	N	82.76318959	0.89418986	89.28377809	0.716795197	85.72977531
CST11	CST11	CST11	CST11	CST11	0.382633489	73.23052828	Y	55.17345218	0.424321631	76.23034757	0.562093606	81.25414132
CST8	CST8	CST8	CST8	CST8	0.518060943	79.03740739	N	72.65116839	0.541382174	80.55538823	0.615389237	82.89259683
CST9L	CST9L	CST9L	CST9L	CST9L	0.563987529	80.80838504	N	90.36979041	0.666186203	84.199747	0.430141639	76.31467984
CST4	CST4	CST4	CST4	CST4	1.226953163	94.00638516	N	63.00891351	1.100993676	92.37395338	1.266078735	94.55454491
CST1	CST1	CST1	CST1	CST1	0.661768703	83.73591952	N	95.91664659	0.534044573	80.27829649	0.89359385	89.7355581
CST2	CST2	CST2	CST2	CST2	1.589717026	96.78332631	N	96.39243556	1.847513455	97.63267273	1.870702143	97.83747967
CST5	CST5	CST5	CST5	CST5	0.732533676	85.70568038	N	58.62442785	0.548315669	80.74212397	0.623189638	83.12752244
GGTLC1	GGTLC1	GGTLC1	GGTLC1	GGTLC1	0.624120992	82.74802723	N	46.59720549	0.941512091	90.09698211	0.43532928	76.54960545
SYNDIG1	SYNDIG1	SYNDIG1	SYNDIG1	SYNDIG1	0.256884962	66.82729956	N	68.25463744	0.498973485	79.11571592	0.272179185	68.38142281
CST7	CST7	CST7	CST7	CST7	0.30812351	69.63435938	Y	47.33799085	-0.032067018	49.68977772	-0.159404024	39.81085477
APMAP	APMAP	APMAP	APMAP	APMAP	0.25453764	66.68272996	N	30.37219947	0.635624134	83.34437684	0.229915639	65.92976327
ACSS1	ACSS1	ACSS1	ACSS1	ACSS1	-0.465709257	23.08294681	N	31.07082631	-0.230225555	36.09421119	-0.340137232	29.19703632
ENTPD6	ENTPD6	ENTPD6	ENTPD6	ENTPD6	0.73986149	85.87434492	N	50.97566851	0.614017581	82.77814589	0.669955934	84.49490995
PYGB	PYGB	PYGB	PYGB	PYGB	-0.910785279	10.49334377	N	43.64610937	-1.327798046	4.764773206	-1.011029454	8.445274381
ABHD12	ABHD12	ABHD12	ABHD12	ABHD12	0.11083384	58.0808385	N	50.96362322	0.117642806	60.04457563	-0.265369816	33.31727004
NANP	NANP	NANP	NANP	NANP	-0.455707377	23.55882176	N	41.61045531	-0.371393658	27.93807602	-0.393406303	26.57068851
ZNF337	ZNF337	ZNF337	ZNF337	ZNF337	-0.327317336	29.83555208	N	68.52565647	-0.501027696	22.02276971	-0.466897786	23.14920788
DEFB118	DEFB118	DEFB118	DEFB118	DEFB118	0.428559479	75.32076381	Y	30.5769694	0.417792304	75.94120836	0.268296447	68.23082947
DEFB119	DEFB119	DEFB119	DEFB119	DEFB119	0.934985833	89.88615144	N	90.15297519	0.762852826	86.62128787	0.608242387	82.71188483
DEFB123	DEFB123	DEFB123	DEFB123	DEFB123	0.04180098	53.35823143	Y	89.21344254	0.086604917	58.12300464	0.052503209	54.611168
REM1	REM1	REM1	REM1	REM1	0.788920036	87.06102042	N	52.12599374	0.644172376	83.53713632	1.047648136	92.40407204
HM13	HM13	HM13	HM13	HM13	-0.464767142	23.14920788	Y	6.287641532	-0.551659687	20.07108006	-0.379109949	27.29353653
ID1	ID1	ID1	ID1	ID1	0.526339944	79.41087886	N	19.30257769	0.154324805	62.25528583	0.188989234	63.47208
COX4I2	COX4I2	COX4I2	COX4I2	COX4I2	0.567735087	80.91681224	N	29.87834257	0.451651305	77.2784772	0.445088898	76.86886332
BCL2L1	BCL2L1	BCL2L1	BCL2L1	BCL2L1	-0.496320876	21.95650864	Y	5.040953987	-0.364058238	28.4380459	-0.345953849	28.90187338
TPX2	TPX2	TPX2	TPX2	TPX2	-0.870599337	11.30052406	N	35.64803662	-1.315984125	4.867176676	-0.961552985	9.258478405
MYLK2	MYLK2	MYLK2	MYLK2	MYLK2	0.066312225	54.95452081	N	18.09804866	-0.216359114	36.89536775	-0.215989002	36.50382507
FOXS1	FOXS1	FOXS1	FOXS1	FOXS1	1.364575072	95.2894404	N	94.50734763	1.44487575	95.79543401	1.378520981	95.42798627
PDRG1	PDRG1	PDRG1	PDRG1	PDRG1	0.185506707	62.96006265	Y	32.49217056	0.079268389	57.65315342	0.005049951	51.12945003
C20orf160	CCM2L	CCM2L	CCM2L	CCM2L	0.005557359	50.76802602	Unassessed	Unassessed	-0.240466638	35.49786157	0.001135263	50.85838203
TM9SF4	TM9SF4	TM9SF4	TM9SF4	TM9SF4	-0.830604008	12.13179929	N	19.99518188	-0.940740771	9.348834408	-1.112346037	7.017649539
PLAGL2	PLAGL2	PLAGL2	PLAGL2	PLAGL2	-0.759059444	13.84253961	N	37.16574319	-0.753131017	13.41485453	-0.427866662	24.90211433
POFUT1	POFUT1	POFUT1	POFUT1	POFUT1	-0.37604473	27.45617734	N	62.77403035	-0.338739636	29.79338594	-0.661219859	16.02313114
KIF3B	KIF3B	KIF3B	KIF3B	KIF3B	-1.367994309	4.812963075	N	10.1120212	-1.218097166	5.565929763	-1.424390809	4.168423589
ASXL1	ASXL1	ASXL1	ASXL1	ASXL1	-0.483578391	22.38419372	N	77.75837148	-0.246448655	35.20872237	-0.283040267	32.29323535
C20orf112	C20orf112	C20orf112	C20orf112	C20orf112	-0.417438547	25.31172821	N	4.673572633	-0.767400386	13.05945425	-1.025885536	8.216372508
DNMT3B	DNMT3B	DNMT3B	DNMT3B	DNMT3B	-0.477903567	22.61911933	N	12.06335823	-0.578508052	19.13740136	-0.454563037	23.69736763
MAPRE1	MAPRE1	MAPRE1	MAPRE1	MAPRE1	-0.269825348	32.9317511	N	20.79619369	-0.170731797	40.03373291	-0.315405388	30.48611529
SUN5	SUN5	SUN5	SUN5	SUN5	0.379501407	73.10402988	N	31.12503011	-0.006348686	51.44268418	-0.435014655	24.49852419
BPIFB2	BPIFB2	BPIFB2	BPIFB2	BPIFB2	0.310924358	69.78495271	N	72.4524211	0.468819979	77.97723029	1.197134939	93.90398169
BPIFB6	BPIFB6	BPIFB6	BPIFB6	BPIFB6	0.632234466	82.95283417	N	57.26331005	1.049223749	91.67520029	0.785656358	87.45858683
BPIFB3	BPIFB3	BPIFB3	BPIFB3	BPIFB3	1.275678158	94.4822601	N	73.19320646	1.464065151	95.95205108	1.134727493	93.42810674
BPIFB4	BPIFB4	BPIFB4	BPIFB4	BPIFB4	0.422918729	75.09186194	N	84.01589978	0.881205961	88.97656768	0.439837663	76.70019878
BPIFA2	BPIFA2	BPIFA2	BPIFA2	BPIFA2	0.698632849	84.89850009	N	76.70440858	0.872578525	88.83199807	0.722634767	85.87434492
BPIFA3	BPIFA3	BPIFA3	BPIFA3	BPIFA3	1.015426965	91.27763388	N	95.09756685	1.231527766	93.97024276	1.29532116	94.84970785
BPIFA1	BPIFA1	BPIFA1	BPIFA1	BPIFA1	-0.250300612	34.10637913	N	85.71428571	-0.413395538	25.79965062	-0.371309864	27.63086561
BPIFB1	BPIFB1	BPIFB1	BPIFB1	BPIFB1	1.065719455	91.97036323	N	51.77668032	1.415926772	95.51834227	1.228338995	94.19914463
CDK5RAP1	CDK5RAP1	CDK5RAP1	CDK5RAP1	CDK5RAP1	0.40120857	74.10396964	N	73.9460371	0.634414957	83.32630564	0.328053784	71.50171676
SNTA1	SNTA1	SNTA1	SNTA1	SNTA1	0.139418124	60.06867056	N	88.59311009	-0.338739636	29.79338594	-0.118474333	42.62996205
CBFA2T2	CBFA2T2	CBFA2T2	CBFA2T2	CBFA2T2	-0.880279148	11.08366966	N	22.30787762	-0.588338619	18.68562135	-0.83347998	11.72820914
E2F1	E2F1	E2F1	E2F1	E2F1	0.257667655	66.86946569	N	43.13418453	0.540978038	80.52526956	0.467183243	77.71218601
PXMP4	PXMP4	PXMP4	PXMP4	PXMP4	0.340455855	71.24871996	N	39.56275596	0.478981014	78.38684417	0.328085812	71.5438829
ZNF341	ZNF341	ZNF341	ZNF341	ZNF341	0.061620746	54.64128667	N	55.96844134	0.3195994	71.48364556	1.0020996	91.72941389
CHMP4B	CHMP4B	CHMP4B	CHMP4B	CHMP4B	-0.326214609	29.88976568	Y	3.800289087	-0.266590194	34.1726402	-0.305649672	31.11258358
RALY	RALY	RALY	RALY	RALY	0.454793856	76.42310704	N	58.18477475	0.623371822	83.04319017	0.807133399	87.95253298
EIF2S2	EIF2S2	EIF2S2	EIF2S2	EIF2S2	-0.008653939	49.73194386	Y	8.69669959	0.134331572	61.23727486	0.136346697	60.22528763
ASIP	ASIP	ASIP	ASIP	ASIP	0.107249158	57.87603156	Unassessed	Unassessed	0.231398238	66.97186916	0.136999441	60.2373351
AHCY	AHCY	AHCY	AHCY	AHCY	-0.322623801	30.08854888	N	63.31606842	-0.249010454	35.0701765	-0.490919778	22.13119692
ITCH	ITCH	ITCH	ITCH	ITCH	-1.343154166	5.01174628	N	4.932546374	-1.065952232	7.445334618	-1.075299379	7.493524486
DYNLRB1	DYNLRB1	DYNLRB1	DYNLRB1	DYNLRB1	-0.016150707	49.20787904	Y	19.90484221	0.038071679	54.70754774	-0.002097712	50.63550389
MAP1LC3A	MAP1LC3A	MAP1LC3A	MAP1LC3A	MAP1LC3A	-0.032708307	48.01517981	Y	11.25632378	0.024205065	53.63532317	0.090851296	57.28570568
PIGU	PIGU	PIGU	PIGU	PIGU	-0.247333654	34.30516234	N	31.99229101	-0.407266998	26.02252876	-0.00862205	50.15962894
TP53INP2	TP53INP2	TP53INP2	TP53INP2	TP53INP2	0.361544586	72.28480212	Unassessed	Unassessed	-0.073666487	46.93090778	0.119441103	59.1410156
NCOA6	NCOA6	NCOA6	NCOA6	NCOA6	-1.268081873	5.704475634	N	52.95711877	-2.254929637	1.228841636	-2.268153258	1.271007771
GGT7	GGT7	GGT7	GGT7	GGT7	-0.303881924	31.06439371	N	26.52372922	-0.53367755	20.64935847	-0.7418324	13.91482441
ACSS2	ACSS2	ACSS2	ACSS2	ACSS2	-0.78702425	13.14981025	N	76.65020477	-0.547947452	20.18553099	-0.25433661	33.9919282
GSS	GSS	GSS	GSS	GSS	0.168002417	61.78543461	N	48.27752349	0.124172969	60.50237937	0.028420578	52.92452262
TRPC4AP	TRPC4AP	TRPC4AP	TRPC4AP	TRPC4AP	-1.328160543	5.156315885	N	22.94025536	-1.267444019	5.21655322	-1.0155049	8.385037046
EDEM2	EDEM2	EDEM2	EDEM2	EDEM2	-0.349023904	28.73923258	N	58.54613346	0.040168846	54.79790374	-0.035936581	48.05132221
PROCR	PROCR	PROCR	PROCR	PROCR	0.249388866	66.39961448	N	62.42471694	0.140055008	61.50834287	0.025187814	52.67754955
EIF6	EIF6	EIF6	EIF6	EIF6	0.022114763	51.88844046	Y	91.6887497	-0.095271704	45.19004879	0.125283275	59.50846335
FAM83C	FAM83C	FAM83C	FAM83C	FAM83C	0.616300546	82.45286429	N	63.53288364	0.915472765	89.6994157	1.307634248	94.93404012
UQCC	UQCC	UQCC	UQCC1	UQCC1	0.710659667	85.23582917	N	31.6971814	0.664972996	84.1455334	0.636830177	83.62146859
GDF5	GDF5	GDF5	GDF5	GDF5	0.134105577	59.76146015	N	82.16092508	-0.076889267	46.6658635	-0.197779071	37.56400217
CEP250	CEP250	CEP250	CEP250	CEP250	-0.648796471	16.83633516	N	58.6184052	-1.192470654	5.836997771	-2.273513012	1.264984037
ERGIC3	ERGIC3	ERGIC3	ERGIC3	ERGIC3	-0.914801678	10.42708271	N	12.5271019	-0.80086161	12.13782302	-0.945924056	9.571712547
SPAG4	SPAG4	SPAG4	SPAG4	SPAG4	0.140982648	60.19516897	N	85.69019513	0.139248629	61.44810554	0.271526428	68.33925667
CPNE1	CPNE1	CPNE1	CPNE1	CPNE1	1.881560457	97.97000181	N	96.06721272	1.629691647	96.7471839	1.568336645	96.6568279
RBM12	RBM12	RBM12	RBM12	RBM12	-1.50736398	3.909403048	N	25.63237774	-1.676589791	2.795012349	-1.475775957	3.891331847
NFS1	NFS1	NFS1	NFS1	NFS1	-0.032869775	47.92482381	N	45.2240424	-0.400333729	26.40202397	-0.543564544	20.04096139
ROMO1	ROMO1	ROMO1	ROMO1	ROMO1	0.153174077	61.02042046	Y	62.71982655	0.224868543	66.61044515	0.1688529	62.23721463
RBM39	RBM39	RBM39	RBM39	RBM39	-0.5791097	19.11330643	Y	5.872079017	-0.564722658	19.63134751	-0.532505416	20.57104994
PHF20	PHF20	PHF20	PHF20	PHF20	-0.822490926	12.32455876	N	27.65598651	-0.833029974	11.45714114	-0.653451536	16.27612794
C20orf152	CNBD2	CNBD2	CNBD2	CNBD2	1.477366942	96.11469189	N	Unassessed	1.111226094	92.51249925	1.35900142	95.2894404
EPB41L1	EPB41L1	EPB41L1	EPB41L1	EPB41L1	-0.851860546	11.71616168	N	33.6846543	-0.943970707	9.276549605	-1.212490271	5.824950304
AAR2	AAR2	AAR2	AAR2	AAR2	0.548043921	80.14577435	N	19.80847988	0.401099437	75.23643154	1.169195415	93.66303235
