Gene_Name	GWAS_hits	GWAS_max_P_VALUE	GWAS_min_P_VALUE	GWAS_max_OR	GWAS_min_OR	GWAS_tissue_trait_flag
ENAM	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENDOG	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENDOU	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENDOV	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENG	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENGASE	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENHO	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENKD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENKUR	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENO2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENO3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENOPH1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENOSF1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENOX2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENPP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENPP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENPP4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AQP7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENTPD2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENTPD4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ENTPD6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AQP8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMR2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ELP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMR1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ELP5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ELP6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AQR	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMC10	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMC3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMC4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMC6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMC7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMC9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMCN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMD	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EME1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EME2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMG1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
AQPEP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMILIN1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMILIN2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EML3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EML4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EML5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
EMP3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARFIP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARFRP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DOCK11	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAW1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAXX	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAZAP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAZAP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBF4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBF4B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBI	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBN1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBNDD2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBNL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBR1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DBX2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF10	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF11	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF12L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF12L2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF13	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF15	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF16	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF17	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF4L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DARS2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAPP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAPL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAPK3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4F3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4X1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4Z1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP28	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP7B1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYR61	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYSLTR1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYSLTR2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYTH1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYTH2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYTIP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYYR1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAAM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DACH2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DACT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DALRD3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAND5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAO	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAOA	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAP3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DAPK1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF8L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAF8L2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDI1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDIT4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDIT4L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDOST	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDR2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDTL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX10	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX19B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX20	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX21	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX23	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX24	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX25	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX26B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX28	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX31	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX39A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX3X	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX3Y	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX41	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX43	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX46	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX47	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDIT3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDHD2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCAKD	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDB1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCD	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCDC2B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCHS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCLRE1A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCLRE1C	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCSTAMP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTD	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTN1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTN2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTN3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTN4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTN5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTN6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCTPP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCUN1D2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCUN1D3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCUN1D4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCX	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DCXR	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDA1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDAH2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4F22	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4F12	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4F11	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTXN1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUEDC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUEDC2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUL4B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUL5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUL7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUL9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUTA	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUTC	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGEF1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGDIG	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CUZD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CWC15	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CWF19L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CWF19L2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CWH43	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXADR	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGDIB	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXCL14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXCL17	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGDIA	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXCL9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXCR3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTXN3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTTNBP2NL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXCR6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTTN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTGF	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTH	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTHRC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTNNA1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTNNAL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGEF10L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTNNBIP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTNNBL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTNS	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTPS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTPS2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTR9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTRL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSA	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSC	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSD	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSE	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSG	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSO	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSV	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CTSW	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf22	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4B1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYBRD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYCS	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYFIP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYGB	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYLC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYLC2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP11A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP44	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP39	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP20A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP36	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP35	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP2A13	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP33	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP32	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP2E1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP2F1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP2J2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP30	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP2S1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP2U1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP2W1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP39A1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYP4A22	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYBB	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf23	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB5RL	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf27	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf36	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf38	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf40A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf40B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf48	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf56	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf57	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf58	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf61	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf65	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf66	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXorf67	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXXC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CXXC5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB561A3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB561D2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB5A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB5D1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB5D2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB5R1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB5R2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
CYB5R4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX49	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX50	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DOC2B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNA2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMAP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMBT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMKN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMPK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMRT3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMRTB1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMRTC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMRTC2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMTN	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMWD	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DMXL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAAF1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DDX51	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAAF2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAAF3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH10OS	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH12	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH17-AS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAH8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAI1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLX6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLX4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLX3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLX1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIRAS2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIRAS3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIRC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIRC2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIS3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIS3L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DISP1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DISP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIXDC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DKC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DKFZP761J1410	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DKK4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLAT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLEC1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP11B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP11A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLG3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLGAP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLGAP3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLGAP4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLGAP5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLK2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DLL3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAI2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJA1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJA2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC5B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC7	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAL1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAL4	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNASE1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNASE1L1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNASE1L2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNASE2B	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DND1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNHD1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNM1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNM1L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARGFX	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNMBP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARG2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNMT3L	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNPEP	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNPH1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNTT	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNTTIP2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DOC2A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC5G	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJA3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC3	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB11	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB13	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARGLU1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB5	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB6	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB8	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJB9	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC10	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC11	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC12	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC14	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC15	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC16	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC18	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC21	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC22	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC25	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC25-GNG10	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DNAJC28	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIRAS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIO2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DIMT1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB118	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB121	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB123	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB124	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB125	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB126	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB127	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB128	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB129	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB131	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB132	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB134	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEFB4A	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEGS1	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEGS2	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DEK	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
ARHGAP19	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
DENND1C	0.0	4e-09	3e-14	1.0649627000000002	0.05	0
